event_id,member_id,group_id
240391192,105492502,24125934
240391192,223332096,24125934
228998222,186028004,19494897
242254396,158336642,25273815
242254396,3297435,25273815
243711311,214119159,26069557
243711311,217429206,26069557
243711311,236599301,26069557
243711311,183056388,26069557
243711311,208511672,26069557
243711311,238713924,26069557
243711311,202311485,26069557
243711311,187002184,26069557
243711311,227068187,26069557
243711311,18382441,26069557
243711311,223421595,26069557
243711311,188197615,26069557
243711311,239255072,26069557
243711311,194777944,26069557
dkwpqywnbfc,227537137,1037384
dkwpqywnbfc,238037151,1037384
dkwpqywnbfc,7340356,1037384
dkwpqywnbvb,7340356,1037384
dkwpqywnbmb,238037151,1037384
dkwpqywnbmb,7340356,1037384
dkwpqywnbdb,7340356,1037384
dkwpqywmbhc,7340356,1037384
dkwpqywmbxb,227537137,1037384
dkwpqywmbxb,7340356,1037384
dkwpqywmbpb,227537137,1037384
dkwpqywmbpb,7340356,1037384
dkwpqywmbgb,227537137,1037384
dkwpqywmbgb,7340356,1037384
dkwpqywlblc,227537137,1037384
dkwpqywlblc,7340356,1037384
dkwpqywlbcc,227537137,1037384
dkwpqywlbcc,7340356,1037384
dkwpqywlbsb,227537137,1037384
dkwpqywlbsb,7340356,1037384
dkwpqywlbkb,227537137,1037384
dkwpqywlbkb,7340356,1037384
dkwpqywkbpc,227537137,1037384
dkwpqywkbpc,7340356,1037384
dkwpqywkbgc,227537137,1037384
dkwpqywkbgc,7340356,1037384
dkwpqywkbwb,227537137,1037384
dkwpqywkbwb,231108406,1037384
dkwpqywkbwb,7340356,1037384
dkwpqywkbnb,227537137,1037384
dkwpqywkbnb,7340356,1037384
dkwpqywkbfb,227537137,1037384
dkwpqywkbfb,7340356,1037384
dkwpqywjbjc,227537137,1037384
dkwpqywjbjc,226317733,1037384
dkwpqywjbjc,7340356,1037384
dkwpqywjbzb,7340356,1037384
dkwpqywjbqb,7340356,1037384
dkwpqywjbhb,7340356,1037384
dkwpqywhbmc,7340356,1037384
dkwpqywhbdc,7340356,1037384
dkwpqywhbtb,7340356,1037384
dkwpqywhblb,7340356,1037384
dkwpqywhbcb,7340356,1037384
dkwpqywgbgc,7340356,1037384
dkwpqywgbwb,7340356,1037384
dkwpqywgbnb,7340356,1037384
dkwpqywgbfb,7340356,1037384
dkwpqywfbkc,195117020,1037384
dkwpqywfbkc,7340356,1037384
dkwpqywfbbc,7340356,1037384
dkwpqywfbrb,7340356,1037384
dkwpqywfbjb,7340356,1037384
dkwpqywdbkc,7340356,1037384
dkwpqywdbbc,7340356,1037384
dkwpqywdbrb,221906851,1037384
dkwpqywdbrb,7340356,1037384
dkwpqywdbjb,7340356,1037384
dkwpqywcbnc,7340356,1037384
dkwpqywcbfc,7340356,1037384
dkwpqywcbvb,7340356,1037384
dkwpqywcbmb,218874238,1037384
dkwpqywcbmb,183933852,1037384
dkwpqywcbmb,7340356,1037384
dkwpqywcbdb,218874238,1037384
dkwpqywcbdb,7340356,1037384
dkwpqyvqbjc,7340356,1037384
dkwpqyvqbzb,7340356,1037384
dkwpqyvqbqb,7340356,1037384
dkwpqyvqbhb,7340356,1037384
dkwpqyvpblc,7340356,1037384
dkwpqyvpbcc,7340356,1037384
dkwpqyvpbsb,7340356,1037384
dkwpqyvpbkb,7340356,1037384
dkwpqyvnbpc,7340356,1037384
dkwpqyvnbgc,7340356,1037384
dkwpqyvnbwb,7340356,1037384
dkwpqyvnbnb,7340356,1037384
dkwpqyvnbfb,7340356,1037384
dkwpqyvmbjc,7340356,1037384
dkwpqyvmbzb,7340356,1037384
dkwpqyvmbqb,7340356,1037384
dkwpqyvmbhb,7340356,1037384
dkwpqyvlbmc,7340356,1037384
dkwpqyvlbdc,7340356,1037384
dkwpqyvlbtb,7340356,1037384
dkwpqyvlblb,7340356,1037384
dkwpqyvlbcb,7340356,1037384
dkwpqyvkbhc,7340356,1037384
dkwpqyvkbxb,7340356,1037384
dkwpqyvkbpb,7340356,1037384
dkwpqyvjbkc,7340356,1037384
dkwpqyvjbbc,7340356,1037384
dkwpqyvjbrb,7340356,1037384
dkwpqyvjbjb,7340356,1037384
dkwpqyvhbnc,7340356,1037384
dkwpqyvhbfc,7340356,1037384
dkwpqyvhbvb,7340356,1037384
dkwpqyvhbmb,7340356,1037384
dkwpqyvhbdb,7340356,1037384
dkwpqyvgbhc,7340356,1037384
dkwpqyvgbxb,7340356,1037384
dkwpqyvgbpb,7340356,1037384
dkwpqyvgbgb,7340356,1037384
dkwpqyvfblc,7340356,1037384
dkwpqyvfbcc,7340356,1037384
dkwpqyvfbsb,7340356,1037384
dkwpqyvfbkb,7340356,1037384
dkwpqyvdbmc,7340356,1037384
dkwpqyvdbdc,7340356,1037384
dkwpqyvdbtb,7340356,1037384
dkwpqyvdblb,7340356,1037384
dkwpqyvdbcb,7340356,1037384
dkwpqyvcbhc,7340356,1037384
dkwpqyvcbxb,7340356,1037384
dkwpqyvcbpb,7340356,1037384
dkwpqyvcbgb,7340356,1037384
dkwpqytqblc,7340356,1037384
dkwpqytqbcc,7340356,1037384
dkwpqytqbsb,7340356,1037384
dkwpqytqbkb,7340356,1037384
dkwpqytpbnc,7340356,1037384
dkwpqytpbfc,7340356,1037384
dkwpqytpbvb,7340356,1037384
dkwpqytpbmb,7340356,1037384
dkwpqytpbdb,7340356,1037384
243590962,7898365,25357512
243590962,60708922,25357512
243590962,10743245,25357512
242692606,60708922,25357512
242692606,10743245,25357512
242340764,60708922,25357512
242340764,10743245,25357512
242033375,10119159,1743773
242568670,10119159,1743773
240998999,10119159,1743773
240238515,10119159,1743773
239438161,10119159,1743773
237988160,10119159,1743773
237986816,10119159,1743773
237275198,10119159,1743773
236800395,10119159,1743773
236797598,10119159,1743773
230178733,10119159,1743773
220866838,10119159,1743773
qrzvjgyvnbkc,135318882,8796112
qrzvjgyvhbjc,12480841,8796112
qrzvjgyvdbhc,9961811,8796112
qrzvjgyvdbhc,135318882,8796112
244125835,12221290,26232242
244155812,238822553,26091301
244155812,236352728,26091301
244155812,232528811,26091301
244155812,215952752,26091301
244155812,11652625,26091301
244155812,68233302,26091301
244155812,27063842,26091301
243779350,199499388,26091301
243779350,156444832,26091301
243779350,236352728,26091301
243779350,232528811,26091301
243779350,215952752,26091301
243779350,207952764,26091301
243779350,11652625,26091301
243779350,27063842,26091301
243779350,9101358,26091301
243621987,9943371,25717708
243621987,12741629,25717708
243621987,201760733,25717708
243621987,101209152,25717708
243306411,155195962,25717708
243306411,12741629,25717708
241229719,33196332,24786221
241229719,9542867,24786221
241229719,232593309,24786221
241229719,231026011,24786221
241229719,230949630,24786221
241229719,231116368,24786221
241229719,125145522,24786221
241229719,162627572,24786221
241229719,232254435,24786221
241229719,230960787,24786221
241229719,230949393,24786221
241229719,8662154,24786221
241229719,230959361,24786221
241229719,231261959,24786221
241229719,8130600,24786221
241229719,134590862,24786221
241229719,213600223,24786221
241229719,204547781,24786221
241229719,217350178,24786221
241229719,231364008,24786221
241229719,1966421,24786221
240189368,198016947,23570439
240189368,188250804,23570439
244151660,5615516,24748157
244151660,230736743,24748157
243228565,230736743,24748157
243228560,230736743,24748157
242095490,230736743,24748157
242095490,12977589,24748157
242095490,234577232,24748157
242095321,230736743,24748157
241315120,230736743,24748157
241315120,13133092,24748157
241315120,1836291,24748157
241315120,7908284,24748157
241176265,5615516,24748157
241176265,230736743,24748157
241176265,7642860,24748157
nwcprmywnbgc,108738112,20351444
nwcprmywmbjc,108738112,20351444
nwcprmywlbdc,219351819,20351444
nwcprmywlbdc,108738112,20351444
nwcprmywkbhc,108738112,20351444
nwcprmywjbkc,199925777,20351444
nwcprmywjbkc,4389320,20351444
nwcprmywhbfc,108738112,20351444
nwcprmywgbhc,108738112,20351444
nwcprmywfblc,108738112,20351444
mvcprmywfbkc,108738112,20351444
jwcprmywfbkc,108738112,20351444
nwcprmywfbkc,108738112,20351444
tccsxlywdblc,108738112,20351444
tccsxlywcbgc,219351819,20351444
tccsxlywcbgc,108738112,20351444
tccsxlyvpbdc,187271983,20351444
tccsxlyvpbdc,214532130,20351444
tccsxlyvpbdc,108738112,20351444
tccsxlyvnbhc,114757102,20351444
tccsxlyvnbhc,108738112,20351444
tccsxlyvmbkc,108738112,20351444
233660287,108738112,20351444
242491771,6042535,20124638
242491903,6042535,20124638
241645390,6042535,20124638
236645646,214078851,20124638
236645646,11759637,20124638
236645646,6042535,20124638
236110321,6042535,20124638
236110321,76842942,20124638
235516858,36981262,20124638
235516858,6042535,20124638
235516858,185439469,20124638
233402996,78436352,20124638
233402996,200327442,20124638
233402996,211124716,20124638
233402996,6042535,20124638
232736805,6042535,20124638
232736805,190178980,20124638
232446890,6042535,20124638
232446890,3949436,20124638
232446890,185439469,20124638
241184904,203831971,19871462
239139282,203831971,19871462
240736815,168578872,22608632
240736815,6034599,22608632
237993785,110999952,22608632
237993785,227258923,22608632
237993785,224808631,22608632
237993785,227342942,22608632
237993785,168578872,22608632
237993785,217193943,22608632
237993785,6034599,22608632
237993785,13671112,22608632
237993785,226843582,22608632
242755181,34086372,18536116
235139232,186237672,20920929
235139232,8367831,20920929
235139232,56997982,20920929
235139232,8807761,20920929
mgvqlmywnbkb,233909615,20241153
mgvqlmywnbkb,234685403,20241153
mgvqlmywnbkb,233759068,20241153
mgvqlmywnbcc,233909615,20241153
244403607,235422943,20241153
244403607,208888939,20241153
mgvqlmywmbfc,113467262,20241153
mgvqlmywmbfc,236075611,20241153
mgvqlmywmbfc,208888939,20241153
mgvqlmywmbfc,228696369,20241153
mgvqlmywmbmb,233759068,20241153
mgvqlmywmbmb,193804901,20241153
mgvqlmywlbjc,231448275,20241153
mgvqlmywlbqb,233759068,20241153
